   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   4,   5,   5,   6,   7,   8,   5,   6,   6,   8,   8,   7,  10,   8,   9,  11,  11,  11,  11
   4,   5,   5,   6,   7,   6,   6,   5,   8,   7,   7,  14,   7,  10,  11,   8,   7,   8,  11
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   1,   1,   1,   2,   2,   2,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   4,   3
   3,   3,   3,   4,   5,   4,   4,   5,   5,   5,   5,   6,   5,   6,   6,   6,   6,   6,   6
  11,  11,  11,  12,  12,  12,  12,  12,  12,  12,  12,  12,  12,  12,  12,  12,  12,  12,  12
   9,  13,   9,  11,  11,  10,  11,  11,  11,  12,  11,  11,  11,  12,  12,  11,  11,  11,  12
  13,  13,  13,  15,  15,  17,  15,  15,  15,  15,  15,  15,  15,  15,  16,  16,  15,  15,  16
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   1,   1,   1,   1,   1,   1,   1,   1
   3,   3,   3,   3,   4,   3,   4,   5,   4,   4,   4,   5,   4,   5,   5,   5,   5,   5,   5
  13,   8,   8,  11,  12,  17,  12,  11,  12,  11,  11,  12,  11,  12,  12,  11,  11,  11,  12
   9,   7,  10,  12,  14,  12,  14,  14,  14,  16,  15,  14,  16,  16,  15,  16,  16,  15,  16
  12,   8,  19,  11,  13,  12,  16,  15,  14,  15,  14,  14,  15,  16,  16,  19,  16,  16,  14
   4,   4,   4,   5,   5,   5,   5,   5,   6,   6,   6,   6,   6,   7,   7,   6,   6,  10,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   9,  11,  10,  11,  12,  11,  11,  11,  11,  12,  11,  12,  11,  12,  12,  11,  12,  12,  13
   7,   8,   8,   8,  10,  10,   8,   8,   9,  10,   9,  10,  10,  10,  10,  10,  10,  18,  10
   4,   4,   5,   5,   8,   8,   5,   5,   5,   6,   7,   5,   8,   7,   6,   6,   6,   6,   7
   5,   6,   5,   6,   7,   7,   7,   8,  12,  14,   7,   8,   7,   9,   9,   9,   8,   8,   9
   7,   8,   7,   8,  13,   8,  13,   9,   9,   9,   9,   9,   9,  10,  10,  14,  10,  10,  10
   4,   4,   4,   5,   5,   5,   5,   5,   6,   5,   5,   6,   5,   6,   6,   6,   6,   6,   6
  11,  12,  12,  19,  16,  13,  13,  14,  14,  14,  14,  15,  16,  15,  16,  15,  17,  16,  17
   7,  13,   8,   9,  10,   9,   9,  10,  10,   9,  10,  10,  10,  10,  11,  11,  10,  11,  11
   2,   3,   2,   2,   2,   2,   2,   2,   3,   2,   3,   3,   3,   3,   3,   3,   8,   3,   3
   5,   7,   5,   7,   7,   6,   7,   8,   8,  10,   8,   9,   7,   8,   9,   8,  10,  10,  10
   1,   1,   1,   3,   2,   2,   4,   2,   2,   2,   2,   3,   2,   3,   3,   3,   3,   3,   4
   7,   7,   7,   7,  10,  10,  15,  13,  19,  11,  13,   8,  13,  15,   9,   9,  15,  15,  11
  15,  14,  23,  16,  18,  17,  19,  19,  18,  18,  18,  22,  19,  19,  20,  23,  19,  19,  19
  11,  10,  11,  10,  15,  12,  14,  15,  16,  13,  17,  19,  16,  17,  19,  15,  16,  17,  18
   3,   5,   3,   4,   5,   4,   4,   5,   5,   5,   5,   5,  10,   6,   6,   5,   5,   5,   8
   3,   3,   3,   4,   4,   4,   4,   4,   4,   5,   4,   5,   4,   5,   5,   5,   5,   5,   5
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   4,   2,   3,   3,   4,   4,   4,   4,   5,   4,   4,   5,   4,   5,   5,   5,   4,   5,   5
   3,   3,   4,   4,   5,   4,   6,   6,   6,   5,   6,   6,   7,   7,   7,   7,   7,   8,   7
   1,   1,   1,   2,   2,   2,   4,   4,   3,   3,   3,   4,   3,   5,   4,   4,   4,   4,   4
   3,   2,   3,   3,   5,   4,   3,   3,   4,   3,   3,   4,   4,   4,   4,   4,   4,   4,   4
   3,   2,   2,   4,   4,   4,   6,   3,   3,   5,   4,   4,   3,   4,   4,   4,   4,   8,   4
   2,   2,   3,   3,   7,   4,   4,   4,   5,   6,   4,   5,   5,   5,   6,   4,   4,   4,   5
   2,   3,   3,   4,   4,   4,   4,   4,   4,   4,   4,   5,   4,   5,   7,   5,   5,   5,   5
   4,   4,   4,   6,   6,   5,   6,   7,   6,   7,   7,   7,   6,   7,   9,   8,   8,   9,   8
   2,   2,   3,   3,   9,   3,   3,   3,   4,   5,   3,   6,   4,   5,   4,   4,   3,   4,   5
   4,   4,   4,   6,   6,   6,   7,   6,   7,   6,   6,   7,   6,   7,   8,   7,   7,   7,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   5,   6,   9,   7,   7,   9,   7,   8,   8,   9,   7,   8,   8,   9,   9,  10,  11,  10,  14
   6,   7,   7,   9,   9,   8,  10,   9,   9,  10,  10,  10,   9,  11,  11,  10,  10,  12,  17
   4,   3,   4,   4,   4,   5,   4,   4,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   6,   5,   6,   6,   8,  11,   8,   8,   8,   7,   8,   8,   8,   9,   9,  15,  10,  17,   9
   5,   6,   6,   6,   7,   7,   6,   2,   8,   8,   8,  10,   7,   9,  10,   8,   8,   9,  10
   4,   3,   4,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   6,   5
   3,   4,   3,   4,   6,   5,   5,   5,   5,   6,   5,   6,   5,   6,   6,   5,   5,   5,   6
   2,   3,   3,   4,   4,   4,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5
   4,   3,   4,   5,   5,   5,   6,   5,   5,   6,   6,   5,   5,   6,   6,   5,   5,   7,   6
   2,   2,   2,   3,   3,   3,   3,   3,   3,   3,   3,   4,   3,   4,   4,   4,   4,   4,   4
   3,   8,   3,   4,   4,   5,   5,   5,   5,   4,   5,   5,   5,   6,   6,   6,   6,   5,   6
   4,   4,   3,   4,   5,   5,   5,   6,   5,   6,   6,   6,   5,   6,   7,   6,   6,   6,   6
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   4,   3,   3,   4,   4,   5,   4,   5,   5,   6,   5,   5,   5,   6,   6,   6,   6,   6,   6
   0,   0,   0,   0,   1,   0,   1,   1,   1,   1,   1,   2,   1,   2,   2,   2,   2,   2,   2
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   3,   7,   4,   4,   5,   5,   5,   6,   6,   5,   6,   5,   6,  10,   6,   7,   8,   7,   8
   4,   4,   4,   5,   5,   6,   5,   5,   5,   5,   6,   4,   5,   6,   8,   6,   6,   6,   6
   1,   2,   2,   3,   4,   3,   3,   3,   8,   4,   4,   5,   4,   5,   5,   4,   3,   4,   5
   4,   4,   4,   5,   5,   5,   6,   6,   6,   5,   6,   6,   6,   6,   7,   6,   7,   7,   7
   3,   3,   3,   4,   5,   4,   4,   5,   5,   6,   4,   5,   5,   6,   6,   5,   6,   6,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   2,   3,   3,   5,   5,   4,   4,   4,   5,   4,   5,   6,   6,   6,   6,   6,   5,   6,   6
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   2,   2,   2,   3,   3,   3,   4,   4,   4,   4,   4,   4,   3,   5,   5,   5,   4,   4,   5
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   2,   2,   2,   3,   4,   3,   4,   4,   5,   5,   4,   5,   5,   7,   5,   7,   5,   5,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   5,   5,   4,   6,   6,   6,   6,   6,   6,   7,   6,   7,   6,   7,   7,   7,   6,   7,  10
   3,   5,   3,   4,   4,   4,   4,   4,   4,   5,   4,   5,   6,   5,   5,   5,   5,   5,   6
   1,   1,   1,   1,   2,   1,   2,   2,   2,   2,   2,   2,   2,   3,   4,   3,   3,   3,   3
   2,   2,   2,   3,   4,   3,   4,   4,   4,   4,   4,   7,   4,   5,   5,   4,   4,   4,   5
   1,   2,   1,   2,   2,   2,   3,   3,   3,   2,   3,   3,   3,   3,   3,   3,   3,   3,   3
   1,   1,   1,   1,   1,   1,   2,   2,   5,   6,   2,   2,   2,   2,   3,   3,   2,   2,   2
   4,   5,   5,   5,   8,   7,   6,   6,   8,   9,   6,   6,   7,   6,   7,   7,   6,   7,   9
   0,   0,   0,   1,   0,   1,   2,   2,   2,   2,   2,   3,   2,   4,   4,   3,   4,   4,   4
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   1,   1,   1,   1,   5,   1,   2,   2,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   1,   1,   1,   2,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3
   2,   2,   2,   2,   3,   2,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3
   1,   1,   1,   1,   2,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2
   3,   2,   3,   3,   3,   3,   4,   4,   4,   3,   4,   4,   4,   4,   5,   5,   4,   4,   4
   3,   6,   3,   4,   4,   4,   4,   4,   4,   4,   4,   5,   5,   5,   7,   5,   5,   7,   5
   1,   2,   2,   3,   4,   3,   4,   4,   3,   4,   4,   4,   4,   6,   5,   4,   4,   4,   6
   2,   2,   2,   4,   4,   4,   4,   4,   4,   5,   4,   5,   4,   5,   5,   5,   5,   5,   5
   4,   5,   5,  12,   6,   6,   6,   6,   6,   7,   6,   7,   6,   8,   7,   8,   8,   7,   8
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   3,   4,   5,   5,   6,   6,   6,   6,   6,   8,   7,   7,   7,   7,   9,   7,   8,   9,   8
   6,   6,   6,   9,   9,   8,   8,   8,  10,   8,   9,  10,   8,   9,  11,   9,  10,  11,  10
   2,   2,   2,   3,   3,   3,   6,   3,   4,   4,   3,   3,   3,   3,   3,   3,  12,   4,   5
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   4,   4,   4,   5,   6,   5,   5,   6,   6,  14,   6,   7,   5,   7,   8,   9,   6,   7,   8
   4,   5,   5,   6,   6,   6,   6,   6,   6,   7,   6,   7,   7,   7,   7,   7,   7,   7,   7
   5,   5,   5,   6,   7,   6,   6,   7,   7,   8,   7,   7,   7,   8,   8,   8,   8,   8,   9
   2,   4,   3,   3,   4,   4,  13,   4,   4,   5,   4,   5,   5,   5,   5,   5,   5,   5,   5
   1,   1,   1,   1,   2,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2
   2,   2,   2,   2,   2,   3,   2,   2,   3,   5,   2,   3,   3,   3,   3,   3,   3,   3,   3
   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1
   2,   2,   2,   3,   2,   3,   3,   3,   3,   3,   3,   3,   3,   4,   4,   4,   4,   4,   4
   2,   2,   3,   4,   5,   6,   3,   4,   6,   5,   5,   7,   5,   8,   9,   6,   6,   7,   8
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
